"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲスーパー海物語ＩＮ沖縄４マリンシェルビビッドピンクバージョン,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐすしざんまい極上５７００,2"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ緋弾のアリアＡＡ　ＦＥ　設定付,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ綱取物語?横綱７戦全力?,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ緋弾のアリアＡＡ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐホー助くん,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ北斗の拳８覇王,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ犬夜叉　ジャッジメントインフィニティ　ＥＸ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","鉄拳　極,1"
"レート別,２円パチンコ","遊技台種別,pachinko","フィーバー　バイオハザード　リベレーションズ２,2"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ花の慶次?蓮,2"
"レート別,２円パチンコ","遊技台種別,pachinko","ぱちんこ　劇場版　魔法少女まどか☆マギカ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐあの日見た花の名前を僕達はまだ知らない。,1"
"レート別,２円パチンコ","遊技台種別,pachinko","モードぱちんこ　ヱヴァンゲリヲン～超覚醒～,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ百花繚乱　サムライブライド,1"
"レート別,２円パチンコ","遊技台種別,pachinko","新世紀エヴァンゲリオン　?シト、新生?,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ咲－Ｓａｋｉ－阿知賀編　ｅｐｉｓｏｄｅ　ｏｆ　ｓｉｄｅ－Ａ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ地獄少女四,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ　貞子ｖｓ伽椰子　頂上決戦.1,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＰフィーバーアクエリオンＷ　最終決戦ｖｅｒ．,1"
"レート別,２円パチンコ","遊技台種別,pachinko","戦国パチンコ　Ｐ義風堂々！！　?兼続と慶次?２　Ｍ６－Ｘ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐフィーバーアクエリオン　ＡＬＬ　ＳＴＡＲＳ,2"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ元祖大工の源さん　１９９ｖｅｒ．,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＰフィーバーマクロスΔ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ暴れん坊将軍　炎獄鬼神の怪　ＦＨＸ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ喰霊－零－　葵上?あおいのうえ?ＦＳ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐアナザーゴッドハーデス　ジャッジメント,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲリング　呪縛ＲＵＳＨ　ＦＰＭ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ戦国乙女?花?,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ　ミリオンゴッド　ディセント,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ織田信奈の野望?,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ織田信奈の野望,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ戦国乙女５　１／２１９?１／１８４ｖｅｒ．,1"
"レート別,２円パチンコ","遊技台種別,pachinko","パチンコＣＲクイーンズブレイド２　レイナ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ真・怪獣王ゴジラ,1"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ一騎当千ＳＳ斬　孫策Ｖｅｒ．,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲセンゴク－史上最も失敗し挽回した男－,1"
"レート別,２円パチンコ","遊技台種別,pachinko","ぱちんこ　仮面ライダー　轟音（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲターミネーター２（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐフィーバー戦姫絶唱シンフォギア２（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ地獄少女　弐ＦＰＬ（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐ交響詩篇エウレカセブン　ＨＩーＥＶＯＬＵＴＩＯＮ　ＺＥＲＯ（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐビッグドリーム２激神　１９９Ｖｅｒ．（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐひぐらしのなく頃に～廻～３１９ｖｅｒ．（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＰＡ地獄少女　宵伽ＦＤＺ設定付（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＰＡスーパー海物語　ＩＮ　ＪＡＰＡＮ２　ｗｉｔｈ　太鼓の達人（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＰＡ海物語３Ｒ２（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＰＡ　ＣＹＢＯＲＧ００９　ＣＡＬＬ　ＯＦ　ＪＵＳＴＩＣＥ　Ｎ－Ｘ１（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＰＡ元祖大工の源さん（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ぱちんこ　冬のソナタ　Ｒｅｍｅｍｂｅｒ　Ｓｗｅｅｔ　Ｖｅｒｓｉｏｎ（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲフィーバー宇宙戦艦ヤマトＹＲ（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲぷらちなＧＬ　織田信奈の野望?（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","パチンコＣＲ弾球黙示録カイジ３　甘（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ百花繚乱　サムライブライド　９９ｖｅｒ．（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲＡガールズ＆パンツァー９９ｖｅｒ．（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ぱちんこ　ウルトラセブン２　Ｌｉｇｈｔ　Ｖｅｒｓｉｏｎ（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲフィーバー機動戦士ＺガンダムＹ（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲ花の慶次Ｘ～雲のかなたに～　１２９Ｖｅｒ．（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","ＣＲクリスタル＆ドラゴン（1台）,"
"レート別,２円パチンコ","遊技台種別,pachinko","Ｐサイボーグ００９ＶＳデビルマン　１１９Ｖｅｒ．（1台）,"
